no.,author,date,rating,review
73,Felix,Reviewed in Germany on 18 January 2024,4,"Die Probleme haben direkt am ersten Tag angefangen. Windows lässt sich nicht installieren, nach einer Woche probieren funktionierte es auf einmal. Dann lief einige Zeit alles halbwegs gut, ab und zu Bluescreen. Es wurde dann leider immer schlimmer mit Bildfehlern, Programme die sich schließen und abstürzen. Darauf hin wurde nacheinander alles getauscht. GPU dann RAM, SSD und das Mainboard. Die Fehler hörten wieder einige zeit auf und seit über einem Monat Startete Windows 10 und 11 nicht mal mehr. Der Abgesicherter Modus  funktionierte ab und zu wenn man den RAM auf 3000MHz runter taktet. Windows 7 Startet Problemlos (Obwohl es nicht laufen sollte.). Das Intel Prozessort Test Tool findet keinen Fehler. Weiter gesucht und alles möglich im BIOS getestet, Habe Alle P-Cores bis auf einen Deaktiviert und alle E-Cores aus gemacht und schon startet Windows 10 und 11 wieder. Habe weiter getestet obwohl mir schon klar was das es an der CPU liegen muss und habe die E-Cores wieder alle Aktiviert und da lief auch alles. Nach meiner Theorie muss einer der P-Cores einen Fehler haben. CPU getauscht und es geht alle wieder normal. Hardware: I9-13900K ProArt Z790-CREATOR WIFI RTX 3090 Strix Samsung 980 Pro SSDs Bluescreens: IRQL_NOT_LESS_OR_EQUAL APC_INDEX_MISMATCH KMODE_EXCEPTION_NOT_HANDLED KMODE_EXCEPTION_NOT_HANDLED nvlddmkm.sys ATTEMTED_EXECUTE_OF_NONEXECUTE_MEMORY DPC_WATCHDOG_VIOLATION KERNEL_SECURETY_CHECK_FAILURE SYSTEM TREAD EXCEPTION NOT HANDLED SYSTEM_SERVICE_EXCEPTION WdFilter.sys SYSTEM_SERVICE_EXCEPTION Ntfs.sys SYSTEM_SERVICE_EXCEPTION dxgkrnl.sys PAGE_FAULT_IN_NONPAGED_AREA IRQL_GT_ZERO_AT_SYSTEM_SERVICE DRIVER_IRQL_NOT_LESS_OR_EQUAL Programme DRIVER_IRQL_NOT_LESS_OR_EQUAL nvlddmkm.sys UNEXCEPTED_KERNAL_MODE_TRAP Zuverlässigkeitsverlauf: BEX BEX64 APPCRASH Mir entstandener schaden durch Reparaturen ~2000€. Ich hoffe ich konnte jemandem helfen der das selbe Problem hat."
74,Client d'Amazon7,Reviewed in France on 25 November 2023,4,"Super processeur ... En même temps pour le prix ... Heureusement Bon a part les performances ce qui est bien, il faut savoir que le processeur chauffe comme un malade quand utilisé a 80/100% Refroidissement liquide obligatoire pour gaming et traitement CPU."
75,Dani Cala,Reviewed in Spain on 6 October 2023,4,"Es muy buen procesador, pero no lo recomendaría a nadie por su precio elevado, el i7 te puede hacer lo mismo durante un par menos de años y seguramente se encuentre 100€-200 € mas barato. Pero si no te importa el coste, es el idóneo :)"
76,Roenin,Reviewed in Italy on 2 November 2023,4,"Il miglior processore nel 2022-2023 per chi vuole sia videogiocare che lavorare. Purtroppo anche con l'undervolting come efficienza è un disastro, in gaming arriva a consumare 3-4 volte di più rispetto a quanto dovrebbe. Quando guardo un film mi spara ogni tanto la frequenza al massimo consumando 25-30 watt in Idle o quasi, mah. Mi sono dovuto sbattere per fare dei profili energetici personalizzati con QuickCPU per avere un consumo accettabile, però sono comunque scomodi da cambiare per ogni gioco e applicazione, anche con PowerPlanSwitcher. La colpa è anche di windows che non aiuta, perchè non fa scalare la frequenza in base al consumo. Poi ho anche notato che windows preferisce usare l'HT dei P-cores piuttosto che gli e-cores aumentando l'inefficienza e causando così anche cali di prestazioni dato che i cores logici sono molto meno potenti dei cores efficienti. Come overclock non c'è nulla da fare, il massimo per restare nel PL2 e nel TMax 90° in full è 5.8Ghz su 2-3 cores, 5.7GHz su 7 cores e 5.5GHz su tutti i P-cores, comunque settandolo così diventa più inefficiente coi processi che richiedono meno cores. Ho notato che la CPU ha uno sweet spot a 5.3GHz in cui le prestazioni, l'efficienza e le temperature sono molto meglio, quindi uno dei power plan che ho fatto con QuickCPU limita il clock a tale frequenza. La cosa più positiva è che rispetto ad AMD è possibile overclockare la memoria ed aumentare le prestazioni del 10-15% nelle le app e nei giochi che ne usano tanta e facendo così la CPU diventa più efficiente dato che le memorie consumano pochi watt e velocizzano le prestazioni computazionali e viene colmata un pò la differenza con la 3D VCache di AMD proprio nelle applicazioni in cui ha la meglio. Io per avere questo risultato le ho overclockate a 6667 CL32 con il VDD safe a 1.435v ed ho abbassato i timing secondari e terziari, fate attenzione che se non fate un overclock per come si deve potreste non avere alcun beneficio, è roba molto per smanettoni, tra 4800 CL40 stock e 7200 CL34 stock cambierà solo del 5%. Come gioco di prova a fine overclock ho usato Rust che è tra i giochi che beneficiano di più delle RAM e delle cache veloci e la differenza è impressionante, sono passato da 115 FPS col profilo XMP 5200 stock a 135 FPS con 6667 CL32. Probabilmente con una scheda madre di fascia alta e le RAM coi die che raggiungono i 8600MHz potete fare di meglio, ma l'importante è il miglior compromesso tra frequenza e timings. Non prendete la versione F perchè è inutile, non ha senso di esistere, la GPU integrata vale 50€, la pagate quasi nulla e quando serve è sempre lì pronta, io ci ho collegato il secondo monitor e il Quick Sync di Intel per registrare e elaborare video è buono, consuma veramente poco 1-10watt, non influisce sulle temperature, potete disattivarla quando volete ed è estremamente utile anche in caso di guasto della dedicata."
77,Cliente Amazon,Reviewed in Italy on 11 December 2022,4,"Un processore da sogno, velocissimo, potenza bruta.. ma ad un prezzo. Anzi due. perchè prima pagate il processore a peso d'oro, e probabilmente per un uso da ufficio o da gaming non è affatto necessaria tutta questa potenza in eccesso. E perchè durante la vita del processore... pagherete cara la bolletta dell'elettricità.. questa bestiolina a pieno carico consuma minimo minimo 253 Watt ( secondo le specifiche intel) , ma se la vostra scheda madre è da overclock o si sente sbrex... lo farà consumare anche 300W .. fintanto che il dissipatore mantenga il processore sotto i 100 °C . Inoltre.. vi servirà un dissipatore con i controfiocchi per dissipare 250-300 Watt di energia ... e non basta un normale AIO a liquido da 360 con 3 ventole da 120... deve essere un dissipatore dalle caratteristiche extra per riuscire a tenere sotto i 100° la cpu sotto stress e quindi non farla andare in thermal throttling. Probabilmente un i5 o un i7 di 13ma generazione sono più adatti alla maggior parte degli utenti, e consumano meno. oltre a costare meno. Inoltre... se prevedere di usare una scheda video potreste preferire la versione i9 13900f , che non include una gpu integrata nel processore. perchè? perchè molte schede madri disabilitano automaticamente la igpu integrata se nel computer avete una scheda video vera. quindi sarebbero soldi spesi inutilmente. Se intendete usare anche la igpu oltre alla scheda video, valutate l'acquisto di una scheda madre che permetta l'uso di entrambe le gpu."
78,Joaquín Marín,Reviewed in Spain on 1 September 2023,4,"Qué puedo decir, cualquier cosa que le echo actualmente se lo bebe como si nada, eso si, las temperaturas me tienen con los pelos de punta, tampoco ayuda estrenarlo en verano en plena ola de calor en el sur de España."
79,Mehmet Irfan Maden,Reviewed in Germany on 11 October 2023,4,Ich bin sehr zufrieden mit CPU nur mit Lieferung war es sehr lange Geschichte von 1 Tag Lieferung wurde 1 Monats Lieferung und Nerven strapazierende Angelegenheit aber wie gesagt ende gut alles gut. Ich würde 5 Sterne verpassen aber wegen die  Lieferung gibts von mir nur 4 Sterne.
80,bosse,Reviewed in Germany on 26 November 2023,4,"works very well, but heats up a lot so you have to provide good cooling"
81,MadnessJo,Reviewed in France on 12 April 2023,4,"La crème de la crème c'est ce que je peux vous dire. RTX 4090 MSI Suprim, i9 13900k, MSI S360 Watercooling, DDR5 7200 G.Skill, MSI Z790 Ace. Rien ne résiste à une configuration pareil (ce n'est pas pour me vanter au cas ou). En terme de chauffe, je ne regarde pas h24 les températures mais c'est du bon. Mon usage principal du jeux c'est trop même mais c'est mon choix et je ne suis pas déçu."
82,Mr J,Reviewed in France on 11 September 2023,4,"Capable de faire tourné à lui seul, Fortnite en ultra à plus de 100 fps sans aucun lag."
83,fernandez koba,Reviewed in France on 16 April 2023,4,Remplace un 13700kf qui n’était pas top en oc (acheté sur Amazon) et bien ce 13900k fonctionne très bien stock mais une fois de plus un sp97 loin d’être top et devinez quoi ? Acheté sur Amazon à croire qui s’écoule leur suxxor ici ! Si je change ce cpu je changerai aussi de crémerie pour l’achat .
84,JR Piquard,Reviewed in France on 9 April 2023,4,"Excellent processeur, super performant et qui peut adapter sa fréquence selon la demande mais... Chauffe énormement et très vite, même avec un water cooling très performant, le processeur monte a presque 100 degrés en continue en jeu. A voir dans les paramètres du BIOS pour calmer un peu tout ça"
85,Michael,Reviewed in Germany on 12 July 2023,4,aber in meinem Paket war ein i9-11900K :( Hatte beim Support die Auswahl zwischen Gutschrift oder Retoure. Da es natürlich einen falschen Sockel hat und nicht passt geht es retour. Amazon lässt qualitativ nach.
86,Jimmy,Reviewed in Germany on 21 May 2023,4,"Der hohe Preis ist meiner Meinung nach totaler Unsinn - genauso wie bei Grafikkarten, etc. Das Teil funktioniert, aber mir ist aufgefallen, dass manche Kerne schneller heiß werden als andere. Ich weiß nicht, ob das normal für CPUs ist. Auf jeden Fall ist es meiner Meinung nach ein Mangel."
87,Hakuryu,Reviewed in France on 15 January 2023,4,Un bon processeur pour personnes pouvant se l'offrir. Je ne vais pas faire un long pavé mais le prix est légèrement élevé pour ce dernier sachant le peu d'évolution au fil des années.
88,Astolpho Desilets,Reviewed in France on 21 March 2023,4,"Chauffe beaucoup trop , je l'ai retourné."
89,Tyler Felts,Reviewed in the United States on 14 February 2024,4,"I always get the best, however in this case the tradeoff for the extra clockspeed for instability wasn't worth it. I could consistently get about 6.1 Ghz but the system wasn't stable unless you just run at stock speeds. I personally got about a crash a week, but maybe you'll have more luck but for me it was essentially a waste of money as I just run it stock now so it won't ever crash."
90,I R ALGAR,Reviewed in the United Kingdom on 30 January 2023,4,thank you its great
91,るし,Reviewed in Japan on 1 October 2023,4,ケースのエアーフロー、低電圧化などをほどこしてようやく安心して使える状態になるという玄人向けの CPUだという事を理解できる方が使用されると良いでしょう。
92,elviscera,Reviewed in the United States on 21 June 2023,4,"Concerning Intel Core i9-13900KF, I have this CPU with board ASUS ROG Strix Z790-E Gaming WiFi 6E LGA 1700 for gaming usage.  Once I discovered that I had to slow the memory down from the 6600MHz XMP rating to 6200MHz, the board/cpu combo has worked very reliably  (multiple passes of OCCT Gold stress test).  Just checking the XMP II box,  the 6200MHz box and the (so called) AI overclocking box in the bios gives a score of 40K on Cinebench R23 so it's plenty fast -- the loss of 400MHz memory bandwidth isn't a big deal.  I tried various other adjustments but the latter turned out to be sufficiently fast and very reliable.  My current chip has a Silicon Predictor(SP) of 99 (roll of the dice).  I suspect that higher SP levels while possible are rare. I am using a ARCTIC Liquid Freezer II 360  AIO which works OK but the CPU can run hot.  The mother board cooling prediction for said AIO is 155 but that is not really enough for this chip to run all out.  It is easy to get this CPU up to 100C using OCT Power Stress test.  While the CPU might run at 100C for a long time, it will not do it any good and it will not run reliably -- I needed to check the 90C max box in the bios to get it to pass the OCCT power stress test.  I have a RTX 4090 and in the OCCT power test the net system power gets up to 1100W.  Normal gaming so far never gets to such power levels but still worth considering. FWIW, I have had a CPU apparently fail from running the OCCT Power Stress test.  If you want to run this CPU all out with reasonable temps, you really need significant cooling.  I doubt any AIO will work for this.  I suggest an open loop system with something like a Watercool MO-RA3 420 PRO radiator. All said, If you are building a gaming system, you would be just as well served with a ASUS ROG Strix Z690-E and a i9-12900KF CPU.  It will be easier to cool and will save you some money for a better graphics card which will make *much* more difference in most games than the CPU."
93,John M. Macros,Reviewed in the United States on 9 November 2023,4,"Haven’t used intel in a long time, glad I went with it and an aio cooler"
94,José Luis Ballesteros,Reviewed in the United States on 14 October 2023,4,Se necesita tarjeta de video
95,Rob,Reviewed in the United States on 28 February 2023,4,"This CPU is extremely fast but it gets hot under load. Even with my Thermaltake Toughliquid AIO360 it still reached 90 degrees while playing Cyberpunk on ultra settings. While it’s considered safe up to 100 degrees, I’m not comfortable with that much heat. May end up building a custom loop for better cooling."
96,Gary M.,Reviewed in the United States on 7 February 2023,4,"Got it attached to a 360 radiator, able to cool it perfectly -- But after around 10 minutes of gaming, my room turns into a sauna!"
97,Bheku,Reviewed in Canada on 10 June 2024,4,"I initially got a 13700K, but grabbed this after and snubbed the 14 gen. I upgraded from 8700K, ***which is still a very capable cpu even today, but due to the demands of certain programs the 13900K is handling them better than the 13700K so far. Fingers crossed to hoping it will not fail in future. There are well documented power issues that Intel and their partners have with the 13th, 14th gen. May be an upsell to the upcoming ultra line of cpus? So you have to take this into account and modify your motherboards bios, and follow Intel's suggested settings. I will update this review if anything come up."
98,David W. Knight,Reviewed in the United States on 22 March 2024,4,"Got it for my gaming machine, but all my games crashed when trying to play."
99,Oscar Burga,Reviewed in the United States on 29 December 2023,4,"This CPU unit is a beast, upgraded from a i7 8700k...the improvement was HUGE. Doubled my FPS in WoW, and there is no more lag! Nevertheless, after 6 months of regular use, it started failing...many kernel errors until it finally became useless. I could, somehow, return it to INTEL (from Perú to USA). Great support outside US...but such a complex and expensive unit cannot fail that quickly without heavy usage, at least in my opinion."
100,Prodigy,Reviewed in the United States on 28 September 2023,4,"Using Phantek Glacier D30 360mm cooler, during heavy stress load it gets around 82-84C. Just gaming in heavy modded Skyrim, FFXIV, and Total Warhammer 3 stays around 50-55C. Those complaining about temps higher than that while just gaming likely do not have their cooler mounted properly or too low end of a cooler. Make sure coolers plastic film is removed from metal block if it has that, apply plenty of thermal paste if cooler doesnt come pre applied with any, and evenly screw on the mounting screws to keep pressure as evenly as possible till all are set."
101,Lyd S.,Reviewed in the United States on 16 December 2023,4,"This was bought for my son's custom build gaming  computer. Only a few weeks in, but I haven't heard any complaints from him."
102,Daniel Zuniga,Reviewed in the United States on 11 March 2023,4,"This thing puts enough heat out to power a thermal generator, and I really am not kidding. Water cooling ONLY unless you want to melt your board or destroy the high dollar part. I would also recommend a large radiator too, 3 fan coverage. This thing is an excellent space heater. Outclasses thread ripper by almost double its paces per benchmarking in multicore. Handles everything I throw at it then yawns at me as if it was boring and mediocre work. Simply put, leader of the pack right now and handles literally anything I’ve tried to hit it with, even running multiple games at once (when combined with a good GPU, naturally). I have zero complaints. I’ve learned to hate a lot of intel items over the years, but this truly is a marvel."
103,Wahub,Reviewed in the United States on 2 January 2023,4,"It comes with CPU only in a box & without a Fan, so you need to buy an LGA1700 Fan Support, it running Quit Good, but not the Greatest yet for RTX 4090, 4080, because the GPU usage will reach 95-98, it doesn't go %99 all the times so there's a bit of CPU bottleneck even at 4K Resolution & it gets even worst CPU bottleneck in 1440p or 1080p, so i think the Core i9-14900K or 15900K will get the job done no CPU bottleneck, i used this with ASUS ROG Strix Z790-F Gaming DDR5 it works great! Thanks to the seller is Trusted!"
104,DJM,Reviewed in the United States on 30 August 2023,4,Hot 🔥🔥🔥🔥🔥
105,Snowstorm,Reviewed in the United States on 1 March 2023,4,This processor produces too much heat. Forget obout overclocking (I tried Intel utility). In overclocked mode the processor consumes over 300W and heats to over 100C even with the best cooler. Without overclocking it consumes about 250W and heats up to 89C under the full load (which is acceptable).
106,Shriraj,Reviewed in India on 2 April 2024,5,Cool processor
107,Nitin Gupta,Reviewed in India on 13 October 2023,5,This processor is all-rounder for every tasks you do on PC from small to CPU intensive applications. If you are looking for vast performance with heavy production tasks this is very nice to have. Best to use with Motherboard DDR5 and PCI-E 5.0 supported motherboards.
108,Gurjant Singh,Reviewed in India on 24 September 2023,5,Thanks 🙏
109,Adnan,Reviewed in India on 24 August 2023,5,"The Intel Core i9 13900K is an absolute powerhouse! Its blazing speeds and unrivaled performance have transformed my computing experience. Multitasking is a breeze, and demanding applications run seamlessly. The advanced technology and impressive efficiency make it a must-have for any tech enthusiast. Truly a 5-star gem! I recommend this CPU for 8K gaming and stream."
110,Sameer Sharma,Reviewed in India on 5 December 2022,5,Nice processor Good performance Good over clocking Nice performance Takes loads Getting god fps in all games like gta5 etc
111,Denis Prefontaine,Reviewed in Canada on 22 May 2024,5,A mon avis c'est le meilleur processeur pour gamer...
112,Leonard,Reviewed in Australia on 26 March 2023,5,good
113,El JJ,Reviewed in Mexico on 30 October 2022,5,"Esperé esta generación para hacer un upgrade de mi ensamble Generación 8 el cual corría a 5100Mhz y ahora simplemente felíz con el desempeño del procesador i9-13900k el cual alcanzó en sus ajustes velocidades de 6200Mhz (Anexo imagen). Usé una tarjeta ASUS Z690-F la cual NO reconocía las memorias (Usé 64GB Corsair a 5200 MHZ), la máquina simplemente no booteaba y quedaba encendida la luz naranja de la motherboard indicando problemas en DRAM, después de leer mucho encontré que era necesario actualizar el BIOS desde la conexión trasera FLASHBACK, una vez hecho la operación ha sido correcta y no he tenido mayores problemas. Instalé un radiador de 120mm cooler master lite para controlar al procesador ya que por increíble que suene el KRAKEN x73 de 360mm no fue capaz de mantener a raya las temperaturas. El Cooler Master de 120mm mantiene al procesador sin carga o carga mínima entre los 32 y 40 grados y con carga máxima y tests pega a los 80 grados, lo cual simplemente es genial teniendo en cuenta que la temperatura máxima del Procesador es de 125 grados, al radiador le coloqué 2 Ventiladores Noctua a 3000 revoluciones en configuración push / pull. Tengo varios laboratorios de Linux / Oracle 12c y 19c en RAC usando GRID en almacenamiento y he levantado 6 máquinas virtuales (3 RACs) trabajando de manera excelente y con velocidades de respuesta mucho más que excelentes, por lo cual recomiendo ampliamente el procesador i9 Gen 13th para cualquier necesidad que se tenga, felíz con mi compra, al momento de comprarlo el costo fue alrededor de 600 dólares!!"
114,José M.,Reviewed in Spain on 8 April 2024,5,"A dia de hoy el buque insignia de Intel, sin rival. TOP!"
115,philip,Reviewed in the United Kingdom on 12 March 2023,5,very good cpu.
116,j,Reviewed in the United States on 3 May 2024,5,"I love it, works great. I paired this with 128GB using G.SKILL Ripjaws S5 Series (Intel XMP 3.0) DDR5 RAM 64GB (2x32GB) 5600MT/s CL28-34-34-89 1.35V Desktop Computer Memory UDIMM - Matte Black (F5-5600J2834F32GX2-RS5K), this is the fasted 5600 MT/s DDR5 I could find on Amazon at the time of purchase and I specifically chose the 5600 MT/s because as it is advertised on Intel's website for the i9-13900k. It works really good, very very fast, and can ***multi task heavy software like they're nothing*** and with a push pull AIO it averages around 28*C and when I'm gaming it stays around 50-40*C with graphics maxed out. Much love and gratitude to Intel! This works great with gaming and also data science, which work is the main reason I bought this. I also used the Thermal Grizzly - KryoSheet (38x38x0,2mm) for this as well so I don't have to worry about paste drying up on my i9 <3 and lemmy tell you it fits PERFECTLY and pairs well with a CPU contact frame too, and after almost half a year I've yet to have any problems, only good results."
117,CrackedNamless,Reviewed in Italy on 20 November 2023,5,"Nulla da dire su questo piccolo mostro. CONSIGLIO vivamente di acquistare la serie 13 e non la 14, l'ultima ciuccia davvero troppa corrente... son passato dal i9-14900k al 13900k proprio per questa cosa"
118,Paolo Anderlini,Reviewed in Italy on 9 September 2023,5,Super
119,vanderlim ferreira da silva junior,Reviewed in Brazil on 29 May 2023,5,Muito bom não tem oque reclamar só o preço que dói kkkkkkkkk
120,Andres Medran Urquizo,Reviewed in Mexico on 31 March 2023,5,"Cambié mi sistema de un procesador de 11va generación a este de generación 13. Lo utilizo principalmente para decodificar video, el cual lo hace en una cuarta parte del tiempo con respecto a la anterior, el único problema es que no trae ventilador, y se calienta demasiado, si quieres hacer overclock ganas mucho poder de procesamiento, pero vas a requerir un disipado con la suficiente capacidad para enfriarlo, no cualquiera te va a servir"
121,Blaine Cooper,Reviewed in the United States on 16 May 2024,5,"I’m running a 360 AIO, under volted. Idle temp 25°C Underload it doesn’t get above 60c. Renders out projects really fast."
122,Yoh capps,Reviewed in Canada on 10 June 2024,5,Excellent produit
123,Denis Prefontaine,Reviewed in Canada on 22 May 2024,5,A mon avis c'est le meilleur processeur pour gamer...
124,Ramon Lepe Alejandrez,Reviewed in Mexico on 12 September 2023,5,Todo llego bien. Me gusto mucho el cuidado de empaquetado del producto. Muy bien.
125,Morgan,Reviewed in the United States on 31 August 2023,5,"The Intel Core i9-13900K Gaming Desktop Processor has completely redefined my gaming and computing experience, offering a level of performance that's truly in a league of its own. With an impressive 24 cores, this processor delivers raw power that translates into seamless gaming, multitasking, and content creation. To start, the processing prowess of the Intel Core i9-13900K is jaw-dropping. The 24 cores and 48 threads make it a true powerhouse, capable of handling the most demanding tasks with ease. Whether it's immersive gaming, 3D rendering, video editing, or complex simulations, this processor doesn't break a sweat. The gaming performance is a standout feature. With its high clock speeds and multithreading capabilities, the i9-13900K ensures buttery-smooth gameplay even in the most graphically intensive titles. The ability to run background applications without compromising gaming performance is a game-changer for streamers and content creators. Multitasking reaches new heights with this processor. The 24 cores enable effortless switching between applications, ensuring a seamless workflow even with resource-hungry software. Whether I'm editing videos, running virtual machines, or working on complex projects, the processor's performance remains consistently impressive. The Intel Core i9-13900K's compatibility with the latest technologies is worth noting. Support for PCIe 5.0 and DDR5 memory allows for lightning-fast data transfer speeds and optimal memory performance, further enhancing the overall computing experience. Thermal management is another area where this processor shines. The advanced cooling solutions and efficient power consumption ensure that the processor maintains optimal temperatures under heavy loads, contributing to its long-term reliability. In conclusion, the Intel Core i9-13900K Gaming Desktop Processor has exceeded my expectations in terms of performance, gaming prowess, multitasking capabilities, technology integration, and thermal management. Its 24 cores offer a level of processing power that's perfect for gamers, content creators, and professionals seeking exceptional performance across the board. If you're looking to elevate your gaming and computing experience to unprecedented heights, the Intel Core i9-13900K is undoubtedly a worthy investment. It has earned my highest praise and has become the centerpiece of my high-performance desktop setup."
126,Amazon カスタマー,Reviewed in Japan on 7 November 2022,5,オフセット -1.00、ASRock Z790 Pro RS/D4 BIOS 360mm簡易水冷設定265W制限 マルチ：40403 シングル：2285 最大温度：70度 エラー確認の為、10分間測定→エラー無し マルチ：40215 最大温度：77度 150W制限 マルチ：34265 シングル：2286 最大温度：55度 低電圧化にかかわらず、シングル性能は微動だにしませんでした。 よく爆熱と言われていますがそこは運用方法だと思います。
127,Tavis,Reviewed in the United States on 18 July 2023,5,"The Intel Core i9-13900K is undeniably a top-tier processor that showcases unparalleled performance and technological excellence. However, it's essential to acknowledge that this exceptional power comes with a premium price tag. While the Intel Core i9-13900K may be considered expensive, the performance it delivers makes it a compelling option for those who demand the absolute best from their computing experience. Let's address the elephant in the room first: the cost. The i9-13900K is indeed one of the higher-priced processors on the market. This means it may not be the most budget-friendly choice for all users, especially for those whose computing needs aren't as resource-intensive. However, for professionals, enthusiasts, and gamers who rely on cutting-edge performance to tackle demanding workloads and push their creativity to the limits, the i9-13900K's price begins to justify itself. With its impressive 16 cores and 32 threads, this processor shines in multitasking scenarios and content creation tasks. Video rendering, 3D modeling, and heavy computation become swift and seamless experiences, reducing project turnaround times and boosting overall productivity. Gaming enthusiasts will be delighted with the i9-13900K's prowess in delivering breathtaking gaming performance. Its native support for DDR5 memory and PCIe 5.0 ensures faster data access and transfer, leading to quicker load times and smoother gameplay, which enhances the gaming experience to a whole new level. The processor's unlocked multiplier empowers overclockers to maximize its potential further, catering to those who love to tweak and fine-tune their systems for optimal performance. With Intel's Turbo Boost Technology 4.0, you'll experience intelligent performance adjustments, optimizing efficiency when required and delivering maximum power when needed. Furthermore, Intel's 10nm SuperFin process technology contributes to the i9-13900K's energy efficiency, ensuring that it provides a balance between power and consumption, which is especially vital for environmentally-conscious users. In conclusion, the Intel Core i9-13900K may have a higher price point, but it delivers a level of performance that leaves competing processors trailing in its wake. While not everyone might find it within their budget, for those seeking the absolute pinnacle of computing capabilities, the i9-13900K is an investment worth considering. If performance and cutting-edge technology are your top priorities, this processor will undoubtedly elevate your computing experience to new heights, making it a worthy 5-star choice despite its cost."
128,Mark Anderson,Reviewed in Canada on 14 March 2024,5,"This thing is a beast. I don't even need to overclock it. It's amazing how fast it can actually do everything I throw at it. 3D rendering, zipping folders, Unreal Engine 5.0 works, installing big softwares..anything. Add a liquid cooling system and this thing will do anything you ask it to without problems."
129,スモークチーズ,Reviewed in Japan on 27 December 2022,5,静音CPUファン（Noctua NH-D15）を使用した運用を検討していましたが、高負荷をかけ続けると100度を超えてしまいました。簡易水冷（Celsius S36）を導入することで高くても80度を維持できるようになりました。空冷を検討している方は注意が必要です。 Geekbench 5 Score Single-Core Score: 2164 Multi-Core Score: 21335
130,Dustin,Reviewed in the United States on 14 October 2023,5,"Rating: ⭐⭐⭐⭐⭐ The Intel Core i9-13900K Gaming Desktop Processor is a powerhouse that caters to both gamers and professionals, offering exceptional performance and flexibility. Pros: 1. Hybrid Core Design: With 8 P-cores (Performance cores) and 16 E-cores (Efficiency cores), this CPU offers versatility for a wide range of tasks. It excels in both single-threaded and multi-threaded applications, making it suitable for gaming and productivity. 2. Integrated Graphics: The integrated graphics allow you to run your system without a dedicated GPU if needed. While it might not be ideal for gaming, it’s a valuable backup for troubleshooting or when a dedicated GPU is unavailable. 3. Unlocked: The “unlocked” designation means you have the flexibility to overclock the CPU for even more performance, provided you have a compatible motherboard. 4. Exceptional Performance: The i9-13900K is built for performance, with high clock speeds and a substantial number of cores and threads. It can handle demanding tasks without breaking a sweat. 5. Intel Quality: Intel is renowned for the quality and reliability of its processors. You can trust that this CPU is built to last. Cons: 1. Price: High-end performance comes at a high-end price. This processor may be overkill for users who don’t require extreme performance or have budget constraints. In summary, the Intel Core i9-13900K Gaming Desktop Processor is a beast of a CPU that caters to power users, gamers, and professionals who require top-tier performance. It combines a hybrid core design with integrated graphics, making it a versatile choice for various tasks. While the price tag might be intimidating, if you’re serious about your computing needs and want a CPU that can handle it all, this processor is an excellent investment. Highly recommended for enthusiasts and professionals who demand the best!"
131,かむさん,Reviewed in Japan on 31 January 2023,5,電圧を少しいじるだけで空冷（サーマルライトの5000円位のクーラー）で余裕です。10分くらい負荷をかけても80度前後。ゲームだとほとんど熱くなりません。電圧制限をしたためにR23のベンチスコアは37000程度になりましたがゲーム使用なので影響はありません。ちなみに水冷だともう少し電圧を盛れる為40000位になるそうです。lga1700はcpuのソリ問題がありましたがソケットのネジ部分に薄いワッシャーを噛ませ、ライトと定規をあてて確認しましたが全く無問題でした。
132,jaime alberto salas reyes,Reviewed in Mexico on 27 February 2023,5,"Yo me esperaria a que saliera el nuevo meteor lake si alguien esta pensando comprarlo en 2023, ya sea para comprar meteor lake o para esperar a que este baje de precio un poco"
133,Martin Joannette,Reviewed in Canada on 20 February 2024,5,"J'en ai acheté un identique il y a 1 an et il a très bien fonctionné jusqu'à il y a un mois. Pour je ne sais quelle raison il a cessé de fonctionner et j'ai dû déjà le remplacer. Pour le moment, celui-ci fonctionne bien. En espérant qu'il va durer durer plus qu'un an cette fois-ci. Ai-je seulement été malchanceux ou y a-t-il un problème avec ce CPU??????"
134,Elijah Stephens,Reviewed in the United States on 13 December 2023,5,"So I am no tech guru or anything.  I cannot delve into the technical nuances of this cpu like some can.  What I can tell you is this.  The i9-13900k has significantly increased my productivity.  Being able to run multiple CPU heavy applications completely changed the way I work.  Yes I know this CPU runs notoriously hot, but it seems a good quality AIO tames it well.  I have the 13900k running on an Gigabyte Z790 Aorus Master X motherboard with 128 gigs of ram and I use the NZXT Kraken 360 Elite to cool it.  The Kraken Elite does manage the heat well and my systems idles at 28-29 degrees.  This CPU is way overkill for a gamer, but for someone like me that does a lot of 3D modeling and rendering, its great.  I do have the cpu slightly overclocked using the Intel Extreme Tuning Utility in automatic overclock.  I have not had any crashes and havent noticed any thermal throttling at all with this setup."
135,Amazon Customer,Reviewed in Canada on 24 March 2024,5,quality go on!
136,Valkryon365,Reviewed in Mexico on 12 June 2023,5,Todo en orden me gusto el producto y funciona muy bien
137,James,Reviewed in Canada on 27 July 2023,5,"Mega powerful.  Thought mine was bad so ordered a new one, turns out it was my motherboard and RAM combo. (Aorus Master, Asus ROG Strix-E, and different types of RAM) I've returned the second CPU as it didn't perform as well as my original one once my system was up and running. These things aren't cheap! These things absolutely crush any task you throw at them."
